195.27	-370.588
195.55	63.158
195.82	50.000
196.09	-153.846
196.36	-79.412
196.63	-24.194
196.90	-117.241
197.17	-272.000
197.44	-950.000
197.71	-70.000
197.98	0.000
198.25	433.333
198.52	310.526
198.79	219.231
199.06	135.294
199.33	1975.000
199.60	-687.500
199.87	107.447
200.14	92.615
200.42	93.377
200.69	94.843
200.96	92.461
201.23	90.870
201.50	87.805
201.77	89.683
202.04	89.669
202.31	102.330
202.58	101.509
202.85	101.793
203.12	96.064
203.39	90.037
203.66	91.404
203.93	88.042
204.20	78.720
204.47	78.683
204.74	85.826
205.01	90.572
205.28	91.068
205.55	84.666
205.82	87.537
206.09	87.520
206.36	79.245
206.63	83.385
206.90	92.671
207.17	90.723
207.45	80.453
207.72	83.776
207.99	91.460
208.26	82.468
208.53	78.088
208.80	78.162
209.07	82.292
209.34	79.644
209.61	78.598
209.88	84.645
210.15	83.269
210.42	78.351
210.69	84.367
210.96	86.082
211.23	84.917
211.50	77.327
211.77	80.571
212.04	83.751
212.31	85.233
212.58	81.910
212.85	77.199
213.12	81.780
213.39	79.661
213.66	82.231
213.93	82.540
214.20	77.233
214.47	79.787
214.74	80.572
215.01	78.318
215.28	77.148
215.55	79.383
215.82	81.094
216.09	79.456
216.36	77.256
216.63	81.315
216.90	75.821
217.17	76.134
217.44	73.257
217.71	76.199
217.98	74.979
218.25	76.399
218.52	76.585
218.79	77.859
219.06	76.929
219.33	74.054
219.60	73.042
219.87	76.357
220.14	74.533
220.41	72.154
220.68	72.810
220.95	74.861
221.22	73.343
221.49	75.548
221.76	72.458
222.03	70.157
222.30	71.707
222.57	72.463
222.84	72.198
223.11	72.733
223.38	68.017
223.65	66.844
223.92	69.217
224.19	72.483
224.46	70.875
224.73	68.671
225.00	69.184
225.27	69.330
225.54	68.043
225.81	67.737
226.08	69.522
226.35	69.832
226.62	66.766
226.89	67.058
227.16	69.106
227.43	68.625
227.70	67.711
227.97	64.209
228.24	65.657
228.51	67.732
228.78	66.785
229.05	65.093
229.32	66.581
229.58	68.213
229.85	66.803
230.12	67.409
230.39	65.725
230.66	64.978
230.93	64.939
231.20	65.489
231.47	65.661
231.74	65.777
232.01	65.377
232.28	63.969
232.55	63.706
232.82	62.866
233.09	62.570
233.36	62.973
233.63	64.050
233.90	65.858
234.17	64.643
234.44	63.077
234.71	61.474
234.98	62.333
235.25	62.000
235.52	61.856
235.79	60.931
236.06	61.832
236.32	61.610
236.59	59.791
236.86	61.300
237.13	62.306
237.40	61.606
237.67	60.414
237.94	60.245
238.21	60.784
238.48	62.132
238.75	60.547
239.02	60.411
239.29	61.480
239.56	60.642
239.83	60.204
240.10	60.822
240.37	61.961
240.64	61.357
240.91	61.257
241.17	60.899
241.44	60.271
241.71	60.764
241.98	59.844
242.25	59.610
242.52	61.449
242.79	61.117
243.06	60.125
243.33	60.239
243.60	60.771
243.87	60.149
244.14	59.072
244.41	59.536
244.68	61.372
244.95	61.027
245.21	60.327
245.48	60.284
245.75	60.549
246.02	60.430
246.29	60.520
246.56	60.463
246.83	60.707
247.10	59.873
247.37	60.137
247.64	59.884
247.91	60.457
248.18	60.316
248.45	59.663
248.71	59.747
248.98	60.019
249.25	59.592
249.52	60.223
249.79	60.474
250.06	60.493
250.33	61.461
250.60	61.662
250.87	60.723
251.14	61.023
251.41	61.398
251.68	61.646
251.94	60.258
252.21	60.251
252.48	60.362
252.75	61.726
253.02	60.004
253.29	60.136
253.56	60.134
253.83	60.786
254.10	61.112
254.37	60.522
254.63	60.442
254.90	60.375
255.17	60.302
255.44	60.622
255.71	61.204
255.98	61.533
256.25	61.068
256.52	60.233
256.79	60.174
257.06	59.498
257.32	60.753
257.59	61.938
257.86	61.778
258.13	60.964
258.40	60.389
258.67	61.606
258.94	61.018
259.21	61.869
259.48	61.806
259.74	61.464
260.01	61.935
260.28	60.627
260.55	62.113
260.82	61.053
261.09	61.112
261.36	61.601
261.63	61.768
261.89	62.166
262.16	61.496
262.43	61.877
262.70	60.822
262.97	60.678
263.24	61.760
263.51	61.325
263.78	62.140
264.05	62.345
264.31	62.681
264.58	61.454
264.85	61.975
265.12	62.028
265.39	61.975
265.66	62.170
265.93	62.612
266.19	63.014
266.46	62.267
266.73	62.569
267.00	63.412
267.27	64.192
267.54	62.468
267.81	62.248
268.08	61.989
268.34	61.484
268.61	62.537
268.88	62.066
269.15	61.761
269.42	62.234
269.69	62.577
269.96	61.857
270.22	61.990
270.49	62.523
270.76	62.129
271.03	61.481
271.30	61.083
271.57	61.396
271.84	61.435
272.10	61.857
272.37	62.317
272.64	61.930
272.91	61.602
273.18	61.680
273.45	61.914
273.72	61.638
273.98	61.731
274.25	62.713
274.52	61.790
274.79	62.312
275.06	62.714
275.33	61.682
275.59	62.466
275.86	63.287
276.13	61.402
276.40	59.745
276.67	62.087
276.94	61.574
277.20	61.575
277.47	62.149
277.74	61.873
278.01	61.632
278.28	62.754
278.55	62.424
278.81	60.719
279.08	61.294
279.35	61.059
279.62	60.402
279.89	60.890
280.16	61.442
280.42	60.461
280.69	59.039
280.96	60.312
281.23	60.140
281.50	60.504
281.77	60.373
282.03	59.025
282.30	58.373
282.57	58.420
282.84	59.140
283.11	59.670
283.38	59.311
283.64	58.739
283.91	57.930
284.18	58.603
284.45	58.878
284.72	58.061
284.98	58.288
285.25	59.549
285.52	58.872
285.79	59.471
286.06	59.193
286.33	59.218
286.59	59.019
286.86	58.833
287.13	57.373
287.40	57.871
287.67	57.417
287.93	57.359
288.20	58.566
288.47	57.365
288.74	57.828
289.01	57.713
289.27	57.739
289.54	56.061
289.81	55.356
290.08	56.619
290.35	55.826
290.61	55.982
290.88	55.385
291.15	56.454
291.42	55.915
291.69	55.756
291.95	55.538
292.22	55.593
292.49	55.084
292.76	55.168
293.03	55.720
293.29	55.313
293.56	54.651
293.83	54.417
294.10	54.685
294.37	54.323
294.63	54.041
294.90	53.110
295.17	52.895
295.44	53.627
295.70	53.467
295.97	52.992
296.24	52.666
296.51	53.870
296.78	52.003
297.04	52.951
297.31	52.899
297.58	52.885
297.85	52.422
298.11	52.838
298.38	51.972
298.65	51.397
298.92	51.870
299.19	52.024
299.45	51.950
299.72	50.981
299.99	51.017
300.26	50.821
300.52	51.653
300.79	50.110
301.06	50.717
301.33	50.395
301.60	50.298
301.86	50.520
302.13	50.102
302.40	50.111
302.67	50.427
302.93	49.898
303.20	49.114
303.47	50.025
303.74	49.315
304.00	50.304
304.27	50.406
304.54	49.689
304.81	48.986
305.07	49.332
305.34	48.774
305.61	49.264
305.88	50.861
306.15	50.671
306.41	49.282
306.68	49.367
306.95	49.097
307.22	47.427
307.48	48.309
307.75	49.308
308.02	48.820
308.29	49.217
308.55	48.497
308.82	49.440
309.09	49.295
309.36	48.459
309.62	47.902
309.89	48.127
310.16	47.190
310.42	47.991
310.69	48.411
310.96	48.281
311.23	49.399
311.49	49.541
311.76	48.005
312.03	47.204
312.30	47.321
312.56	46.883
312.83	47.167
313.10	47.867
313.37	46.620
313.63	48.020
313.90	47.869
314.17	47.279
314.44	46.637
314.70	47.691
314.97	47.508
315.24	46.968
315.50	47.206
315.77	47.084
316.04	47.152
316.31	47.641
316.57	46.888
316.84	47.225
317.11	47.228
317.38	46.414
317.64	47.023
317.91	47.072
318.18	46.248
318.44	46.655
318.71	48.093
318.98	47.472
319.25	46.929
319.51	46.518
319.78	47.317
320.05	47.204
320.31	46.579
320.58	46.632
320.85	46.749
321.12	47.390
321.38	46.579
321.65	46.166
321.92	46.369
322.18	46.342
322.45	46.090
322.72	45.027
322.99	45.532
323.25	46.746
323.52	46.551
323.79	46.447
324.05	47.679
324.32	46.584
324.59	46.115
324.86	46.040
325.12	45.894
325.39	45.945
325.66	45.718
325.92	45.723
326.19	46.106
326.46	46.244
326.72	46.190
326.99	45.588
327.26	46.333
327.52	46.652
327.79	46.391
328.06	45.766
328.33	45.189
328.59	45.246
328.86	45.922
329.13	45.975
329.39	45.814
329.66	45.887
329.93	45.876
330.19	45.524
330.46	46.278
330.73	46.282
330.99	45.760
331.26	46.060
331.53	46.588
331.79	45.972
332.06	45.050
332.33	46.102
332.60	46.674
332.86	47.024
333.13	45.423
333.40	44.943
333.66	45.959
333.93	45.417
334.20	44.802
334.46	45.297
334.73	46.201
335.00	45.923
335.26	46.432
335.53	46.344
335.80	46.411
336.06	45.348
336.33	44.737
336.60	44.504
336.86	45.996
337.13	46.064
337.40	44.808
337.66	45.482
337.93	45.863
338.20	45.354
338.46	45.443
338.73	45.234
339.00	45.060
339.26	45.136
339.53	45.971
339.80	45.589
340.06	44.932
340.33	44.519
340.60	45.518
340.86	46.308
341.13	45.971
341.40	45.543
341.66	45.791
341.93	45.647
342.19	45.759
342.46	45.704
342.73	45.887
342.99	46.136
343.26	45.511
343.53	46.195
343.79	45.921
344.06	45.195
344.33	45.314
344.59	45.293
344.86	46.714
345.13	45.934
345.39	44.449
345.66	43.454
345.93	44.529
346.19	45.726
346.46	45.815
346.72	46.114
346.99	45.342
347.26	45.181
347.52	44.863
347.79	45.778
348.06	45.767
348.32	45.983
348.59	46.041
348.86	46.150
349.12	46.085
